image_id,pred_path,psnr,ssim,inference_time_seconds
GOPR0384_11_00_000001,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000001.png,34.69217043425285,0.9615590572357178,1.3817465007305145
GOPR0384_11_00_000002,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000002.png,34.40146067768389,0.9605304002761841,1.2069835662841797
GOPR0384_11_00_000003,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000003.png,35.188422634505365,0.9663369655609131,1.2073113434016705
GOPR0384_11_00_000004,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000004.png,30.819373746479897,0.9383235573768616,1.2082874923944473
GOPR0384_11_00_000005,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000005.png,36.22923319980847,0.9750989079475403,1.208136860281229
GOPR0384_11_00_000006,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000006.png,35.7734103062006,0.9731127619743347,1.208656195551157
GOPR0384_11_00_000007,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000007.png,37.003235177453774,0.979488730430603,1.2088791579008102
GOPR0384_11_00_000008,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000008.png,36.000019483820836,0.9730462431907654,1.2082751914858818
GOPR0384_11_00_000009,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000009.png,37.474988632931144,0.9821910858154297,1.2089521326124668
GOPR0384_11_00_000010,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000010.png,37.28115409839737,0.9825372695922852,1.2085793688893318
GOPR0384_11_00_000011,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000011.png,36.20440947109606,0.9753208160400391,1.2084734588861465
GOPR0384_11_00_000012,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000012.png,35.41967460033318,0.9721017479896545,1.2087393663823605
GOPR0384_11_00_000013,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000013.png,34.683516756224016,0.9665256142616272,1.2086470536887646
GOPR0384_11_00_000014,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000014.png,33.37525868634172,0.9556108117103577,1.2087046056985855
GOPR0384_11_00_000015,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0384_11_00_000015.png,33.93522493392115,0.9601479172706604,1.208496555685997
